variable,label,tipo,n_unicos,valores,bloque,tipo_agregacion,nota_agregacion,usar
almacen_inf,RECODE of VFI_P92 (Municipalidad),haven_labelled,2,no informo = 0; si informo = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
almacen_1,RECODE of P92 (¿La Municipalidad tiene almacén local de bienes de ayuda humanita,haven_labelled,2,no tiene = 0; si tiene = 1,,,,SI
odefensa_1,RECODE of P93 (¿La municipalidad tiene Oficina de Defensa Civil?),haven_labelled,2,no tiene = 0; si tiene = 1,,,,SI
odefensa_no,,numeric,2,,,,,SI
invpp_1,,numeric,2,,,,,SI
invpp_2,,numeric,2,,,,,SI
invpp_3,,numeric,2,,,,,SI
invpp_4,,numeric,2,,,,,SI
invpp_5,,numeric,2,,,,,SI
fenom_2,RECODE of P95_1 (Fenómenos naturales registrados / Sismos),haven_labelled,2,no = 0; si = 1,,,,SI
fenom_3,RECODE of P95_2 (Fenómenos naturales registrados / Aluviones),haven_labelled,2,no = 0; si = 1,,,,SI
fenom_4,RECODE of P95_3 (Fenómenos naturales registrados / Deslizamientos de tierra),haven_labelled,2,no = 0; si = 1,,,,SI
fenom_5,RECODE of P95_4 (Fenómenos naturales registrados / Derrumbes de cerros),haven_labelled,2,no = 0; si = 1,,,,SI
fenom_6,RECODE of P95_5 (Fenómenos naturales registrados / Huaycos),haven_labelled,2,no = 0; si = 1,,,,SI
fenom_7,RECODE of P95_6 (Fenómenos naturales registrados / Granizadas),haven_labelled,2,no = 0; si = 1,,,,SI
fenom_9,RECODE of P95_7 (Fenómenos naturales registrados / Heladas),haven_labelled,2,no = 0; si = 1,,,,SI
fenom_10,RECODE of P95_8 (Fenómenos naturales registrados / Nevadas),haven_labelled,2,no = 0; si = 1,,,,SI
fenom_11,RECODE of P95_9 (Fenómenos naturales registrados / Lluvias intensas),haven_labelled,2,no = 0; si = 1,,,,SI
fenom_12,RECODE of P95_10 (Fenómenos naturales registrados / Tormentas eléctricas),haven_labelled,2,no = 0; si = 1,,,,SI
fenom_13,RECODE of P95_11 (Fenómenos naturales registrados / Inundaciones),haven_labelled,2,no = 0; si = 1,,,,SI
fenom_14,RECODE of P95_12 (Fenómenos naturales registrados / Sequías),haven_labelled,2,no = 0; si = 1,,,,SI
fenom_15,RECODE of P95_13 (Fenómenos naturales registrados / Vientos fuertes),haven_labelled,2,no = 0; si = 1,,,,SI
fenom_16,RECODE of P95_14 (Fenómenos naturales registrados / Incendios forestales),haven_labelled,2,no = 0; si = 1,,,,SI
fenom_17,RECODE of P95_15 (Fenómenos naturales registrados / Incendios urbanos),haven_labelled,2,no = 0; si = 1,,,,SI
empinc_info,RECODE of VFI_P97 (Municipalidad),haven_labelled,2,no informo = 0; si informo = 1,,,,SI
empinc_2,RECODE of P97_1 (Acciones realizadas / Promoción y publicidad),haven_labelled,2,no = 0; si = 1,,,,SI
empinc_3,RECODE of P97_2 (Acciones realizadas / Ferias y concursos),haven_labelled,2,no = 0; si = 1,,,,SI
empinc_4,RECODE of P97_3 (Acciones realizadas / Convenios con Organización No Gubernament,haven_labelled,2,no = 0; si = 1,,,,SI
empinc_5,RECODE of P97_4 (Acciones realizadas / Capacitación para mejorar la producción y,haven_labelled,2,no = 0; si = 1,,,,SI
empinc_6,RECODE of P97_5 (Acciones realizadas / Simplificación de trámite para licencia d,haven_labelled,2,no = 0; si = 1,,,,SI
empinc_7,RECODE of P97_6 (Acciones realizadas / Educación financiera orientada a la inver,haven_labelled,2,no = 0; si = 1,,,,SI
empinc_8,Acciones realizadas / Otra acción,haven_labelled,2,. = 1,,,,SI
oficinaamb_1,RECODE of P105 (¿La municipalidad tiene Oficina o Unidad Ambiental?),haven_labelled,2,tiene = 1; no tiene = 2,,,,SI
denunciasamb_2,¿La municipalidad registró denuncias ambientales por contaminación del agua?,haven_labelled,2,No = 0; Sí = 1,,,,SI
denunciasamb_5,¿La municipalidad registró denuncias ambientales por contaminación del suelo?,haven_labelled,2,No = 0; Sí = 1,,,,SI
denunciasamb_8,¿La municipalidad registró denuncias ambientales por contaminación del aire?,haven_labelled,2,No = 0; Sí = 1,,,,SI
denunciasamb_11,¿La municipalidad registró denuncias ambientales por deforestación y quema de,haven_labelled,2,No = 0; Sí = 1,,,,SI
denunciasamb_14,¿La municipalidad registró denuncias ambientales por contaminación sonora?,haven_labelled,2,No = 0; Sí = 1,,,,SI
denunciasamb_18,Número de denuncias recepcionadas /Otro,haven_labelled,2,Cero = 0,,,,SI
denunciasamb_19, Número de denuncias atendidas / Otro,haven_labelled,2,Cero = 0,,,,SI
participacion_2, Tipo de participación de la población en la gestión administrativa / Formulando,haven_labelled,2,No = 0; Sí = 1,,,,SI
participacion_3, Tipo de participación de la población en la gestión administrativa / Concertand,haven_labelled,2,No = 0; Sí = 2,,,,SI
participacion_4, Tipo de participación de la población en la gestión administrativa / Concertand,haven_labelled,2,No = 0; Sí = 3,,,,SI
participacion_5, Tipo de participación de la población en la gestión administrativa / En el pres,haven_labelled,2,No = 0; Sí = 4,,,,SI
participacion_6, Tipo de participación de la población en la gestión administrativa / En cabildo,haven_labelled,2,No = 0; Sí = 5,,,,SI
participacion_7, Tipo de participación de la población en la gestión administrativa / En audienc,haven_labelled,2,No = 0; Sí = 6,,,,SI
participacion_8, Tipo de participación de la población en la gestión administrativa / En accione,haven_labelled,2,No = 0; Sí = 7,,,,SI
participacion_9, Tipo de participación de la población en la gestión administrativa / En comites,haven_labelled,2,No = 0; Sí = 8,,,,SI
participacion_10, Tipo de participación de la población en la gestión administrativa / En comité,haven_labelled,2,No = 0; Sí = 9,,,,SI
participacion_11, Tipo de participación de la población en la gestión administrativa / En juntas,haven_labelled,2,No = 0; Sí = 10,,,,SI
participacion_12, Tipo de participación de la población en la gestión administrativa / Otro,haven_labelled,2,No = 0; Sí = 11,,,,SI
delegados_1, ¿La municipalidad tiene constituida la Junta de Delegados Vecinales?,haven_labelled,2,Sí = 1; No = 2,,,,SI
ins_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
ins_muni_1,¿El municipio informó que existen instalaciones de servicios de comunicación?,haven_labelled,2,No existe = 0; Existe = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
ins_muni_3,Número de instalaciones de centros comunitarios telefónicos,numeric,55,,,,,SI
ins_muni_5,Número de instalaciones de servicios de comunicación/Locutorios telefónicos,numeric,57,,,,,SI
ins_muni_7,Número de instalaciones de servicios de comunicación / Mensajerías / Courier,numeric,24,,,,,SI
ins_muni_9,Número de instalaciones de Cabinas públicas de internet,numeric,106,,,,,SI
ins_muni_11,Número de instalaciones de Antenas parabólicas con servicios de internet,numeric,27,,,,,SI
ins_muni_13,Número de instalaciones de Antenas parabólicas con servicios de voz,numeric,27,,,,,SI
ins_muni_15,Número de instalaciones de servicio de comunicación / Otros,numeric,10,,,,,SI
alum_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
alum_muni_1,¿La municipalidad informó que existe cobertura de alumbrado público?,haven_labelled,2,No existe = 0; Existe = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
redpot_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
redpot_muni_1,¿La municipalidad informó que existe cobertura de la red de agua potable?,haven_labelled,2,No existe = 0; Existe = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
enti_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
enti_muni_1,¿Las entidades se encargan de la operación de servicios de agua potable?,haven_labelled,2,No se encargan = 0; Se encargan = 1,,,,SI
enti_muni_3,Entidades u organizaciones/empresa prestadora privada,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
enti_muni_4,Entidades u organizaciones/Junta Administradora de Servicios de Saneamiento,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
enti_muni_5,Entidades u organizaciones/comité de agua,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
enti_muni_6,Entidades u organizaciones/otra entidad u organización,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
enti_muni_7,Entidades u organizaciones/otra entidad u organización/especifique,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
orga_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
orga_muni_1,¿La municipalidad supervisa organizaciones comunitarias de servicios de agua?,haven_labelled,2,No supervisa = 0; Supervisa = 1,,,,SI
orga_muni_2,Organizaciones comunitarias/Junta Administradora de Servicios de Saneamiento,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
orga_muni_3,Organizaciones comunitarias/asociación de usuarios,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
orga_muni_4,Organizaciones comunitarias/comité de agua,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
orga_muni_5,Organizaciones comunitarias/otro,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
actv_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
actv_muni_1,¿La municipalidad apoya a las organizaciones comunitarias de servicio de agua?,haven_labelled,2,No realizó = 0; Realizó = 1,,,,SI
actv_muni_2,Actividades que realiza la municipalidad/brindar asistencia técnica,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
actv_muni_3,Actividades que realiza la municipalidad/brindar capacitación,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
actv_muni_4,Actividades que realiza la municipalidad/realizar mantenimiento del sistema de s,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
actv_muni_5,Actividades de ampliación o rehabilitación de los sistemas de saneamiento,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
actv_muni_6,Actividades que realiza la municipalidad/otra actividad,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ges_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
ges_muni_1,¿La poblacion participa en la gestión administrativa de la municipalidad?,haven_labelled,2,No = 0; Sí = 1,,,,SI
ges_muni_2,Participación de la población/formulando el Plan Desarrollo Municipal,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ges_muni_3,Participación de la población/concertando el presupuesto municipal,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ges_muni_4,Participación de la población/formulando y controlando planes económicos locales,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ges_muni_5,Participación de la población/en el presupuesto participativo,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ges_muni_6,Participación de la población/en cabildo abierto,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ges_muni_7,Participación de la población/en audiencia públicas para rendición de cuentas,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ges_muni_8,Participación de la población/en acciones de seguridad en el distrito,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ges_muni_9,Participación de la población/en comités de gestión alimentaria,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ges_muni_10,Participación de la población/en comité de ejecución de obras,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ges_muni_11,Participación de la población/en juntas vecinales(comités vecinales),haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ges_muni_12,Participación de la población/otra,haven_labelled,1," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
par_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
par_muni_1,¿La municipalidad participa en espaciós de concertación?,haven_labelled,2,No = 0; Sí = 1,,,,SI
par_muni_2,La municipalidad participa en el Consejo Participativo Local de Educación,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
par_muni_3,La municipalidad participa en el Consejo Local de Salud,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
par_muni_4,"La municipalidad participa en el Consejo Consultivo de Niñas, niños y adolescent",haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
par_muni_5,La municipalidad participa en la mesa de concertación para la lucha contra la po,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
par_muni_6,Espacio de concertación en el  que participa la municipalidad / Otro,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
jun_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
jun_muni_1,¿La municipalidad tiene constituida la Junta de Delegados Vecinales?,haven_labelled,2,No tiene constituída = 0; Tiene constituída = 1,,,,SI
jun_muni_2,Número de miembros de la Junta de Delegados Vecinales/total,numeric,114,,,,,SI
jun_muni_3,Número de miembros de la Junta de Delegados Vecinales/mujer,numeric,76,,,,,SI
jun_muni_4,Número de miembros de la Junta de Delegados Vecinales/hombre,numeric,85,,,,,SI
jun_muni_5,¿La Junta de Delegados Vecinales se encuentra en actividad?,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ins_muni_2,¿En el distrito existen servicios de Centros comunitarios telefónicos?,haven_labelled,2,No = 0; Sí = 1,,,,SI
ins_muni_4,¿En el distrito existen servicios de Locutorios telefónicos?,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ins_muni_6,¿En el distrito existen servicios de Mensajerías / Courier?,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ins_muni_8,¿En el distrito existen servicios de Cabinas públicas de internet?,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ins_muni_10,¿En el distrito existen Antenas parabólicas con servicios  de internet?,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ins_muni_12,¿En el distrito existen antenas parabólicas con servicios de voz,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
ins_muni_14,¿En el distrito existen otros servicios de comunicación?,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
alum_muni_2,Cobertura del servicio de alumbrado público/Capital del distrito,haven_labelled,5,Menos del 25% = 1; De 25% a 49% = 2; De 50% a 74% = 3; De 75% a 100% = 4; No existe alumbrado público = 5,,,,SI
alum_muni_3,Cobertura del servicio de alumbrado público/fuera de la capital distrital,haven_labelled,5,Menos del 25% = 1; De 25% a 49% = 2; De 50% a 74% = 3; De 75% a 100% = 4; No existe alumbrado público = 5,,,,SI
redpot_muni_2,Cobertura de red de agua potable en el distrito/Capital del distrito,haven_labelled,5,Menos del 25% = 1; De 25% a 49% = 2; De 50% a 74% = 3; De 75% a 100% = 4; No existe red de agua potable = 5,,,,SI
redpot_muni_3,Cobertura de red de agua potable en el distrito/Fuera de la capital distrital,haven_labelled,5,Menos del 25% = 1; De 25% a 49% = 2; De 50% a 74% = 3; De 75% a 100% = 4; No existe red de agua potable = 5,,,,SI
enti_muni_2,Entidades u organizaciones/empresa prestadora municipal,haven_labelled,2,No existe = 0; Existe = 1,,,,SI
orga_muni_7,No supervisa organizaciones comunitarias,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
actv_muni_8,No realiza actividades,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
